PID,Process Name,Process Command Line,Process Path,Process SHA-256 Hash,VirusTotal Detection Summary
"13944","svchost.exe","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"1724","svchost.exe","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p -s LSM","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"4452","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"6012","svchost.exe","C:\WINDOWS\system32\svchost.exe -k WSAIFabricSvcGroup -p -s WSAIFabricSvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"5148","svchost.exe","C:\WINDOWS\system32\svchost.exe -k apphost -s AppHostSvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"19120","svchost.exe","","","",""
"18152","svchost.exe","C:\WINDOWS\system32\svchost.exe -k NetSvcs -p -s HNS","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"3420","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s AudioEndpointBuilder","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"4904","svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s IKEEXT","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"6004","svchost.exe","C:\WINDOWS\system32\svchost.exe -k imgsvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"14880","svchost.exe","C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s BITS","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"4108","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s DusmSvc","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"4044","svchost.exe","","","",""
"5332","svchost.exe","C:\WINDOWS\system32\svchost.exe -k NetworkService -p","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"6068","Sysmon.exe","","","",""
"4","System.exe","","","",""
"16624","taskhostw.exe","C:\WINDOWS\system32\taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}","C:\WINDOWS\system32\taskhostw.exe","b8bbdc0b05ee10dd81615c9bd890c5485cb1b6f731c7294c6a1114b473374653","No security vendors flagged this file as malicious"
"11308","TeamViewer.exe","C:\Program Files\TeamViewer\TeamViewer.exe","C:\Program Files\TeamViewer\TeamViewer.exe","e790bac9e9a95e07432bc939b1df7cfe290fe6fbf207dafc29b8ccffa74ebbc8","No security vendors flagged this file as malicious"
"5108","TeamViewer_Service.exe","C:\Program Files\TeamViewer\TeamViewer_Service.exe","C:\Program Files\TeamViewer\TeamViewer_Service.exe","70c4ac063c953c607bcd8000b504b8d99dffe38dcb152d6d1c8ab3635ec93dc2","No security vendors flagged this file as malicious"
"5864","tv_w32.exe","C:\Program Files\TeamViewer\tv_w32.exe --action hooks  --log C:\Program Files\TeamViewer\TeamViewer15_Logfile.log","C:\Program Files\TeamViewer\tv_w32.exe","eeac7edc3ed11e188bdff85be28af76462faadd2737ff4ac42b4e705d46cc6c9","No security vendors flagged this file as malicious"
"4900","tv_x64.exe","C:\Program Files\TeamViewer\tv_x64.exe --action hooks  --log C:\Program Files\TeamViewer\TeamViewer15_Logfile.log","C:\Program Files\TeamViewer\tv_x64.exe","1f2102653fa1385530a966d776922b7541cb13653ad7a10311424452072eacd2","No security vendors flagged this file as malicious"
"19396","unsecapp.exe","C:\WINDOWS\system32\wbem\unsecapp.exe -Embedding","C:\WINDOWS\system32\wbem\unsecapp.exe","50f7a148c75e1ef3ba5fb219b15fa339bb705c06dea6f477abc285bb8f3ca4d3","No security vendors flagged this file as malicious"
"1056","unsecapp.exe","C:\WINDOWS\system32\wbem\unsecapp.exe -Embedding","C:\WINDOWS\system32\wbem\unsecapp.exe","50f7a148c75e1ef3ba5fb219b15fa339bb705c06dea6f477abc285bb8f3ca4d3","No security vendors flagged this file as malicious"
"15844","UserOOBEBroker.exe","C:\Windows\System32\oobe\UserOOBEBroker.exe -Embedding","C:\Windows\System32\oobe\UserOOBEBroker.exe","07bfae032958a77936dbeaf953d272681be5babd62fc5a2bee015c0cdfc6d5e4","No security vendors flagged this file as malicious"
"3056","UshUpgradeService.exe","C:\WINDOWS\System32\UshUpgradeService.exe","C:\WINDOWS\System32\UshUpgradeService.exe","fc912c5b812f8722b1286f1c97905c65a220b168728e11b7449d4f6e28b09016","No security vendors flagged this file as malicious"
"5320","vmcompute.exe","C:\WINDOWS\system32\vmcompute.exe","C:\WINDOWS\system32\vmcompute.exe","fcf47c6a215bc5f4d80724d03ef84a7238ca50ddf349ab6c427e5c4656456fe1","No security vendors flagged this file as malicious"
"5984","WavesSysSvc64.exe","C:\Program Files\Waves\MaxxAudio\WavesSysSvc64.exe","C:\Program Files\Waves\MaxxAudio\WavesSysSvc64.exe","52b2d74edea07a59914131c8b83a3607e29c9377881f053d7307f16ecd7f8189","No security vendors flagged this file as malicious"
"9280","WidgetBoard.exe","C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_525.31002.150.0_x64__cw5n1h2txyewy\WidgetBoard.exe -RegisterProcessAsComServer -ServerName:Microsoft.Windows.WidgetBoardServer","C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_525.31002.150.0_x64__cw5n1h2txyewy\WidgetBoard.exe","029cc30e98e258dc7c38870b49632b9c991d3a62aa09d8a094aaecdf48bb03fd","No security vendors flagged this file as malicious"
"17288","WidgetService.exe","C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.14.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe -RegisterProcessAsComServer -Embedding","C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.14.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe","7335eec0530b4fb2b8e523a16ae7d4d4f3fea3d98e00f5b608ef204eb73f6578","No security vendors flagged this file as malicious"
"1196","wininit.exe","","","",""
"13792","winlogon.exe","C:\WINDOWS\System32\WinLogon.exe -SpecialSession","C:\WINDOWS\System32\WinLogon.exe","392ce05521277049b0e2585e60e5c059dbf8a1246583d65a5ca9d512c981f0da","No security vendors flagged this file as malicious"
"10952","wlanext.exe","C:\WINDOWS\system32\WLANExt.exe 2853386740512","C:\WINDOWS\system32\WLANExt.exe","c4641de81ea6ce1ffe815bead992ccd99ee0cb768291ef337d07b5773f674ad0","No security vendors flagged this file as malicious"
"8896","WmiPrvSE.exe","C:\WINDOWS\sysWOW64\wbem\wmiprvse.exe -Embedding","C:\WINDOWS\sysWOW64\wbem\wmiprvse.exe","bf5fac87bb2e1e200d0b6aadfc59f85e60e0376075263c83106ae4a0dd2f6b61","No security vendors flagged this file as malicious"
"5308","WmiPrvSE.exe","C:\WINDOWS\system32\wbem\wmiprvse.exe","C:\WINDOWS\system32\wbem\wmiprvse.exe","47c8843760f9f9c1086f844a7b746323d9edd44f453183848812f538635d12df","No security vendors flagged this file as malicious"
"5068","WmiPrvSE.exe","C:\WINDOWS\system32\wbem\wmiprvse.exe","C:\WINDOWS\system32\wbem\wmiprvse.exe","47c8843760f9f9c1086f844a7b746323d9edd44f453183848812f538635d12df","No security vendors flagged this file as malicious"
"6120","WMIRegistrationService.exe","C:\WINDOWS\System32\DriverStore\FileRepository\mewmiprov.inf_amd64_d51901c26227fb29\WMIRegistrationService.exe","C:\WINDOWS\System32\DriverStore\FileRepository\mewmiprov.inf_amd64_d51901c26227fb29\WMIRegistrationService.exe","3009fd5e73f701581d4c48c544378ba5e58115751224d0763cbb302d3e604763","No security vendors flagged this file as malicious"
"2144","WUDFHost.exe","C:\Windows\System32\WUDFHost.exe -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-984c2baa-fea9-4243-9455-400902fe1b34 -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-7e4d06f2-620d-4312-b0e4-9bdc4bdd519e -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-f2225117-5432-411e-bb13-b5433ab22763 -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-79a01094-4d0d-421e-a6a9-b6888581f989 -LifetimeId:fad1bccd-dbd8-4586-a71c-e062064ef368 -DeviceGroupId: -HostArg:0","C:\Windows\System32\WUDFHost.exe","0a2030cd5ed129ebe99bd5370d37f76f340aed099af69c8f452b1172b5c9f677","No security vendors flagged this file as malicious"
"1880","WUDFHost.exe","C:\Windows\System32\WUDFHost.exe -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-f81130f8-812c-4e23-a9a4-0313eb783abb -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-3c157bda-78ab-4ec4-a983-f7269bc0eec8 -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-0e27177b-fec6-451a-a03e-ceb3c6c40b9a -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-813273d1-3651-420a-9ed9-b16bc0efbe70 -LifetimeId:791c6674-f63a-4b24-ba81-5a34f5fe8302 -DeviceGroupId: -HostArg:0","C:\Windows\System32\WUDFHost.exe","0a2030cd5ed129ebe99bd5370d37f76f340aed099af69c8f452b1172b5c9f677","No security vendors flagged this file as malicious"
"1544","WUDFHost.exe","C:\Windows\System32\WUDFHost.exe -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-b60e81fa-b046-493a-b540-37db45cacf48 -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-d2aec680-2e74-461d-b678-d11e03c1aa0e -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-a6759134-3e53-4d74-a6a4-7d78ee1eb8dc -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-97d7eef4-6f6e-4566-9836-5bacf0a12c2a -LifetimeId:fcdd3168-f384-48d0-995e-9d7cadeeefa2 -DeviceGroupId:WudfDefaultDevicePool -HostArg:0","C:\Windows\System32\WUDFHost.exe","0a2030cd5ed129ebe99bd5370d37f76f340aed099af69c8f452b1172b5c9f677","No security vendors flagged this file as malicious"
